,lat,lon,id,title,start_ts,report_type,severity,lat_long,severity_quadratic,city,anomalous
104338,35.0,38.0,UFAp4lvJ5hGerg_Ry13KCQ,Islamic State Warning to Erdogan Shows Soldiers Burned Alive,2016-12-23 22:05:15,Geopolitical,moderate,"(35.0, 38.0)",4,Ḩamāh,1.0
104354,35.0,38.0,0tWn41vJ5hGXNRsX_zs7xg,Seen this? Heavy snowfall sweeps Syria as final leg of evacuation finishes,2016-12-23 22:05:18,Geopolitical,moderate,"(35.0, 38.0)",4,Ḩamāh,1.0
104362,35.0,38.0,ADRHUGTJ5hGqIt4N+RcZ4Q,ISIS 'burns Turkish troops alive' after Ankara vows no let-up,2016-12-23 23:05:36,Geopolitical,extreme,"(35.0, 38.0)",25,Ḩamāh,1.0
104368,0.33333,36.76667,eoIv1VvJ5hGdTA_Ry13KCQ,Pokot cattle rustler killed in Laikipia West after stealing,2016-12-23 22:04:53,Infrastructure,medium,"(0.33333000000000002, 36.766669999999998)",9,Nairobi,1.0
104394,39.76,-98.5,JAJL9FvJ5hG6PeAN+RcZ4Q,Opening of new bridge at Gnadenhutten improves flow of traffic on Route 36,2016-12-23 22:05:45,Infrastructure,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
104405,35.91667,14.43333,eCAAOGTJ5hGV1d4N+RcZ4Q,"Emergency Message for U.S. Citizens: Valletta (Malta), Hijacked Airplane Lands in Malta",2016-12-23 23:04:55,Other,moderate,"(35.916670000000003, 14.433329999999998)",4,Palermo,1.0
104407,35.0,38.0,ACNM51vJ5hG2quAN+RcZ4Q,"Syria peace to be discussed in Kazakhstan talks in January, Russia says",2016-12-23 22:05:24,Geopolitical,medium,"(35.0, 38.0)",9,Ḩamāh,1.0
104411,52.66472,-8.62306,yPTq71vJ5hGz5OAN+RcZ4Q,Hundreds of struggling people queue in the rain and cold to collect food bags,2016-12-23 22:05:38,Other,moderate,"(52.664719999999996, -8.6230600000000006)",4,Dublin,1.0
104419,45.46427,9.18951,YF0B6FvJ5hGU8xsX_zs7xg,The Latest: Berlin attack suspect passed through France,2016-12-23 22:05:25,Other,moderate,"(45.464269999999999, 9.1895100000000003)",4,Milan,1.0
104422,39.76,-98.5,HIV77lvJ5hG0_xsX_zs7xg,Obama Scraps U.S. Registry For Male Immigrants From Muslim States,2016-12-23 22:05:36,Other,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
104423,53.32444,-6.39722,+uGi8FvJ5hGSxxsX_zs7xg,Hutch-Kinahan feud claims 11th victim as Noel 'Duck Egg' Kirwan is murdered in Dublin shooting,2016-12-23 22:05:39,Physical Threats,moderate,"(53.324440000000003, -6.3972199999999999)",4,Dublin,1.0
104427,35.0,38.0,NjJ3+VvJ5hG_FxsX_zs7xg,Two extremists are convicted of sending sniper rifle cash to Syria on the aid convoy which delivered Alan Henning into hands of his ISIS killers,2016-12-23 22:05:54,Physical Threats,moderate,"(35.0, 38.0)",4,Ḩamāh,1.0
104441,39.76,-98.5,bpm49VvJ5hGNkQ_Ry13KCQ,Christmas travel advisories issued for state,2016-12-23 22:05:48,Public Health,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
104444,35.0,38.0,7v4t+lvJ5hG5UQ_Ry13KCQ,Russia jails woman for trying to enter Syria to join Islamic State lover,2016-12-23 22:05:55,Geopolitical,moderate,"(35.0, 38.0)",4,Ḩamāh,1.0
104475,-2.5,23.5,yDQhUGzJ5hGind8N+RcZ4Q,40 killed in Congo this week amid protests: UN official,2016-12-24 00:02:51,Public Health,medium,"(-2.5, 23.5)",9,Kisangani,1.0
104484,51.5,10.5,qlo1ElzJ5hGKnA_Ry13KCQ,"Police Arrest 2 Brothers, Unsure They're Connected to Berlin Attack",2016-12-23 22:06:36,Crime,moderate,"(51.5, 10.5)",4,Hannover,1.0
104492,51.5,10.5,Vt4sJ1zJ5hGsBg_Ry13KCQ,"Separate rallies back, slam refugees in Germany",2016-12-23 22:07:11,Other,moderate,"(51.5, 10.5)",4,Hannover,1.0
104565,51.5,10.5,ktF9YFzJ5hGyO94N+RcZ4Q,Germany Arrests 2 Over Mall Terror Plot,2016-12-23 22:08:47,Physical Threats,moderate,"(51.5, 10.5)",4,Hannover,1.0
104574,51.5,10.5,KMvuZFzJ5hGkxA_Ry13KCQ,2 detained over suspected Germany mall attack plot,2016-12-23 22:08:54,Physical Threats,moderate,"(51.5, 10.5)",4,Hannover,1.0
104602,39.66206,-75.56631,lsiNOWTJ5hGJTxkX_zs7xg,Roads closed after garbage truck fire near New Castle,2016-12-23 23:04:58,Natural Disaster,moderate,"(39.662059999999997, -75.566310000000001)",4,Philadelphia,1.0
104617,35.91667,14.43333,IsH3MWTJ5hGG7d4N+RcZ4Q,The Latest: Malta TV: Hijackers threaten to blow up plane,2016-12-23 23:04:45,Physical Threats,moderate,"(35.916670000000003, 14.433329999999998)",4,Palermo,1.0
104638,14.6,120.966667,nLCwz2LJ5hGVuxoX_zs7xg,Authorities on alert as tropical storm Nina nears Luzon,2016-12-24 00:00:00,riskline_5,moderate,"(14.6, 120.96666699999999)",4,Manila,1.0
104662,53.33306,-6.24889,oNfRQGTJ5hGXZt4N+RcZ4Q,Investigations underway following fatal shooting in Dublin,2016-12-23 23:05:10,Physical Threats,moderate,"(53.333059999999996, -6.2488900000000003)",4,Dublin,1.0
104668,53.30621,-4.63211,qkdHQmTJ5hGzfBkX_zs7xg,"'Stay back, stay high, stay dry' - Coast Guard issue warning ahead of Storm Barbara",2016-12-23 23:05:12,Geopolitical,medium,"(53.30621, -4.6321099999999999)",9,Dublin,1.0
104686,35.91667,14.43333,eOkuRWTJ5hGeUN4N+RcZ4Q,"Libyan Flight Hijacked, Diverted To Malta; Hijackers Have Surrendered",2016-12-23 23:05:17,Other,moderate,"(35.916670000000003, 14.433329999999998)",4,Palermo,1.0
104692,54.91667,-8.0,drYDRmTJ5hG8gQ3Ry13KCQ,Weather warnings as Storm Barbara approaches,2016-12-23 23:05:18,Natural Disaster,moderate,"(54.916669999999996, -8.0)",4,Dublin,1.0
104693,35.0,38.0,JiA4SGTJ5hGZ_w3Ry13KCQ,Islamic State Releases Video Showing Turkish Soldiers Being Burned Alive,2016-12-23 23:05:22,Geopolitical,extreme,"(35.0, 38.0)",25,Ḩamāh,1.0
104713,37.80437,-122.2708,GPcTTmTJ5hGKWd4N+RcZ4Q,Firefighters battle 2-alarm house fire in East Oakland Hills,2016-12-23 23:05:32,Natural Disaster,moderate,"(37.804369999999999, -122.27079999999999)",4,Oakland,1.0
104720,52.52437,13.41053,eFMXuGzJ5hGlUBkX_zs7xg,Berlin Terrorist Anis Amri Pledged Allegiance to ISIS in Video,2016-12-24 00:05:46,Physical Threats,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
104751,39.0,35.0,MsQR_nTJ5hG6E98N+RcZ4Q,Senior Pro-Kurdish Party Leader Briefly Detained in Turkey,2016-12-24 01:04:59,Geopolitical,medium,"(39.0, 35.0)",9,Kayseri,1.0
104861,45.46427,9.18951,nFJPHY7J5hGasuAN+RcZ4Q,Berlin Attacks: Suspect Killed During 3AM Gunfight With Police In Milan,2016-12-24 04:04:49,Physical Threats,moderate,"(45.464269999999999, 9.1895100000000003)",4,Milan,1.0
104863,35.91667,14.43333,NLV5II7J5hGEpuAN+RcZ4Q,'Hijacked' Afriqiyah Airways Libyan Plane Lands In Malta,2016-12-24 04:04:54,Other,moderate,"(35.916670000000003, 14.433329999999998)",4,Palermo,1.0
104906,40.25034,-83.00018,HgWMlmzJ5hGjluEN+RcZ4Q,Victim dies in Benning Place shooting,2016-12-24 00:04:50,Physical Threats,moderate,"(40.250340000000001, -83.00018)",4,Columbus,1.0
104920,35.0,38.0,jj7VmWzJ5hGznd4N+RcZ4Q,Russia sends battalion of military police to Syria’s ‘liberated’ city of Aleppo,2016-12-24 00:04:55,Geopolitical,moderate,"(35.0, 38.0)",4,Ḩamāh,1.0
104921,35.0,38.0,tD4HnGzJ5hGhq94N+RcZ4Q,"Turkish air strikes in Syria kill 88 since Thursday, says monitor",2016-12-24 00:04:59,Geopolitical,moderate,"(35.0, 38.0)",4,Ḩamāh,1.0
104923,36.16589,-86.78444,LjNsoGzJ5hGlwN4N+RcZ4Q,"Nashville's holiday travel rush expected to hit full force Friday, Saturday",2016-12-24 00:05:06,Infrastructure,moderate,"(36.165890000000005, -86.784440000000004)",4,Nashville,1.0
104925,30.0,70.0,EnnUpGzJ5hG3f94N+RcZ4Q,Zardari gets candid: Gives shocking reply to a female reporter,2016-12-24 00:05:14,Physical Threats,moderate,"(30.0, 70.0)",4,Multān,1.0
104934,52.52437,13.41053,zGQooWzJ5hGY5g7Ry13KCQ,Berlin Truck Attacker Shot Dead In Italy,2016-12-24 00:05:07,Physical Threats,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
104937,52.52437,13.41053,XoT3p2zJ5hG+OA7Ry13KCQ,German police arrest two over plot to attack shopping centre,2016-12-24 00:05:19,Crime,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
104939,51.50853,-0.12574,avVNrGzJ5hGVYw7Ry13KCQ,Turnpike Lane stabbing: Man fighting for life after being knifed in north London,2016-12-24 00:05:26,Infrastructure,moderate,"(51.50853, -0.12574000000000002)",4,London,1.0
104965,54.5,-6.5,TBdQpmzJ5hGnhBkX_zs7xg,Warning over deadly prescription pills in NI,2016-12-24 00:05:16,Infrastructure,moderate,"(54.5, -6.5)",4,Dublin,1.0
105051,39.76,-98.5,ptKLuWzJ5hGiSA7Ry13KCQ,US: 28 al-Qaida militants killed in Yemen since September,2016-12-24 00:05:48,Geopolitical,high,"(39.759999999999998, -98.5)",16,Wichita,1.0
105052,43.6299,-80.96219,eK+Gv2zJ5hGYDA7Ry13KCQ,Ireland set to be battered by heavy winds and rain as Storm Barbara arrives,2016-12-24 00:05:58,Infrastructure,moderate,"(43.629899999999999, -80.962190000000007)",4,London,1.0
105068,52.52437,13.41053,NBSRvGzJ5hGlUBkX_zs7xg,"Berlin Terror Attack Suspect Traveled Through France, Took Train to Milan Before Being Shot Dead",2016-12-24 00:05:53,Physical Threats,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
105069,54.5,-6.5,Hl3PvmzJ5hGlUBkX_zs7xg,‘Betrayed’: Retired paratroopers lament investigation over killing of IRA chief,2016-12-24 00:05:57,Other,moderate,"(54.5, -6.5)",4,Dublin,1.0
105188,52.52437,13.41053,Dre0b33J5hGnQ94N+RcZ4Q,Berlin Christmas market attacker shot dead,2016-12-24 02:05:26,Physical Threats,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
105189,52.52437,13.41053,Ctm7zXzJ5hG88uEN+RcZ4Q,Berlin Truck-Attack Suspect Shot Dead by Italian Police,2016-12-24 02:00:54,Physical Threats,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
105219,31.5,34.75,rmN3+nTJ5hGwpxkX_zs7xg,Israeli rabbis launch war on Christmas tree,2016-12-24 01:04:53,Other,moderate,"(31.5, 34.75)",4,Gaza,1.0
105222,39.0,35.0,5pIJAXXJ5hG9uhkX_zs7xg,Turkish Police Release Deputy Parliament Speaker After Questioning,2016-12-24 01:05:04,Geopolitical,moderate,"(39.0, 35.0)",4,Kayseri,1.0
105224,39.0,35.0,atFgBXXJ5hGtaBkX_zs7xg,Turkey detains 31 in operation targeting Islamic State: NTV,2016-12-24 01:05:11,Geopolitical,medium,"(39.0, 35.0)",9,Kayseri,1.0
105229,52.52437,13.41053,1mo6VX3J5hGFZ94N+RcZ4Q,Hold students union elections by 31 Jan: Calcutta University to Colleges,2016-12-24 02:04:41,Other,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
105234,-37.814,144.96332,dqmlYH3J5hGSzt4N+RcZ4Q,Australian Police Reports Foiling Christmas Day ISIS Attack Plot,2016-12-24 02:05:01,Physical Threats,moderate,"(-37.814, 144.96331999999998)",4,Melbourne,1.0
105237,-42.87936,147.32941,9I7hZn3J5hGSzt4N+RcZ4Q,"Tasmanians hit by perfect storm of hayfever, asthma conditions",2016-12-24 02:05:11,Other,moderate,"(-42.879359999999998, 147.32941)",4,Melbourne,1.0
105243,53.75379,-2.35863,wNZp8XTJ5hG_4Q_Ry13KCQ,"Man stabbed in head, neck and chest during 'horrendous attack'",2016-12-24 01:04:38,Crime,moderate,"(53.753790000000002, -2.3586299999999998)",4,Preston,1.0
105245,52.52437,13.41053,wJ3V9XTJ5hG_4Q_Ry13KCQ,Anis Amri: 5 Things To Know About Berlin Xmas Market Terrorist Who Pledged ISIS,2016-12-24 01:04:45,Physical Threats,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
105247,52.52437,13.41053,HLAE+XTJ5hGVmw_Ry13KCQ,Brothers arrested over terror plot to attack German shopping centre,2016-12-24 01:04:51,Physical Threats,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
105249,39.0,35.0,oFtY_XTJ5hG6cQ_Ry13KCQ,Turkish police briefly detain pro-Kurdish party lawmaker,2016-12-24 01:04:58,Crime,moderate,"(39.0, 35.0)",4,Kayseri,1.0
105250,51.5,10.5,Sp6W_3TJ5hG6cQ_Ry13KCQ,Two brothers arrested on suspicion of bomb plot against shopping mall,2016-12-24 01:05:02,Physical Threats,moderate,"(51.5, 10.5)",4,Hannover,1.0
105261,10.83333,-10.66667,lqSeBHXJ5hG6E98N+RcZ4Q,"New Ebola vaccine 100% effective in human trial conducted in Guinea, says WHO",2016-12-24 01:05:10,Public Health,moderate,"(10.83333, -10.66667)",4,Bamako,1.0
105266,54.75844,-2.69531,3KzQBnXJ5hG6E98N+RcZ4Q,Aecom : Sutherland MP calls for halt to nuclear material flying from Wick,2016-12-24 01:05:14,Other,moderate,"(54.75844, -2.6953099999999997)",4,Preston,1.0
105271,10.83333,-10.66667,_Dn5CHXJ5hG6E98N+RcZ4Q,"Ebola experimental vaccine is highly effective, trial shows",2016-12-24 01:05:18,Infrastructure,moderate,"(10.83333, -10.66667)",4,Bamako,1.0
105302,52.52437,13.41053,WFucZ33J5hGLzxDRy13KCQ,"Prime suspect in Berlin Christmas market attack shot dead in Milan, according to security officials",2016-12-24 02:05:12,Physical Threats,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
105319,49.0,32.0,wuKSD3XJ5hGFO98N+RcZ4Q,Ukraine’s Security Service Refuses Entry to Over 500 Russian Citizens in 2016,2016-12-24 01:05:29,Other,moderate,"(49.0, 32.0)",4,Kryvyi Rih,1.0
105331,36.20124,37.16117,qvgFyoXJ5hGEud8N+RcZ4Q,Aleppo Refugees Shiver in Harsh Weather; Snow Buries Tent City (PHOTOS),2016-12-24 03:05:13,Crime,moderate,"(36.201240000000006, 37.161169999999998)",4,Aleppo,1.0
105359,52.29778,104.29639,NsBvGHXJ5hG5UBkX_zs7xg,Radio Free Europe/Radio Liberty: Russian Foreign Ministry reacts on Ukrainian ambassador’s trolling,2016-12-24 01:05:43,Infrastructure,medium,"(52.297779999999996, 104.29639)",9,Irkutsk,1.0
105364,35.0,38.0,QEMCF3XJ5hGj5g_Ry13KCQ,88 civilians kill in Turkish air strikes,2016-12-24 01:05:41,Geopolitical,medium,"(35.0, 38.0)",9,Ḩamāh,1.0
105366,52.52437,13.41053,7JRaG3XJ5hGj5g_Ry13KCQ,Two brothers arrested on suspicion of plotting to attack Germany's largest shopping mall,2016-12-24 01:05:48,Crime,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
105371,6.45407,3.39467,ugRPOXXJ5hGFxQ_Ry13KCQ,Nigeria denies 'plastic rice' reports,2016-12-24 01:06:39,Geopolitical,moderate,"(6.4540699999999998, 3.3946699999999996)",4,Lagos,1.0
105408,6.45254,3.43584,orP_QXXJ5hGhBd8N+RcZ4Q,Cameroonian steward kills boss over December salary,2016-12-24 01:06:53,Other,moderate,"(6.4525399999999999, 3.4358400000000002)",4,Lagos,1.0
105428,52.52437,13.41053,LmTLJ33J5hGztRoX_zs7xg,'Schengen MUST go' Nigel Farage fumes after Berlin terrorist shot dead in Italy,2016-12-24 02:03:25,Physical Threats,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
105437,35.69439,51.42151,sFLaepbJ5hGuthoX_zs7xg,Anti-Craft Forces Shoot Down Quadcopter in Capital: Iran's Air Defense Base,2016-12-24 05:04:42,Geopolitical,moderate,"(35.694390000000006, 51.421509999999998)",4,Tehran,1.0
105450,6.45407,3.39467,ngO0X3XJ5hGqnw_Ry13KCQ,"FRSC reads riot act to tanker drivers, set to impound trailers",2016-12-24 01:07:43,Infrastructure,moderate,"(6.4540699999999998, 3.3946699999999996)",4,Lagos,1.0
105468,17.38405,78.45636,dOZBgnXJ5hGSuhkX_zs7xg,PSP to hold rally in Hyderabad today,2016-12-24 01:08:41,Other,moderate,"(17.384049999999998, 78.456360000000004)",4,Hyderabad,1.0
105498,6.45407,3.39467,ugvTgHXJ5hGZJA7Ry13KCQ,"Lagos set for bigger, bolder Musical Fiesta",2016-12-24 01:08:39,Infrastructure,moderate,"(6.4540699999999998, 3.3946699999999996)",4,Lagos,1.0
105553,52.52437,13.41053,Ri+Wan3J5hGgPRgX_zs7xg,"Berlin Christmas market attacker allegedly killed in shootout with Milan police, media report",2016-12-24 02:05:17,Physical Threats,high,"(52.524369999999998, 13.41053)",16,Berlin,1.0
105567,52.52437,13.41053,FGoscX3J5hGgPRgX_zs7xg,Armed police raids held over Berlin attack,2016-12-24 02:05:28,Physical Threats,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
105579,35.0,38.0,AOLtfX3J5hGWOBDRy13KCQ,Putin: Liberation of Aleppo Crucial Part of Normalization of Situation in Syria,2016-12-24 02:05:50,Geopolitical,moderate,"(35.0, 38.0)",4,Ḩamāh,1.0
105585,39.76,-98.5,7IT8WH3J5hGhwBDRy13KCQ,More Confusion Over Plan For Muslims Entering Country,2016-12-24 02:04:48,Other,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
105612,45.46427,9.18951,ajbKYH3J5hGLzxDRy13KCQ,"In video, Berlin truck attack suspect pledges allegiance to ISIS",2016-12-24 02:05:01,Other,moderate,"(45.464269999999999, 9.1895100000000003)",4,Milan,1.0
105613,35.0,38.0,wEomY33J5hGLzxDRy13KCQ,Turkey's war in Syria: Fresh raids leave 16 dead - reports,2016-12-24 02:05:05,Physical Threats,medium,"(35.0, 38.0)",9,Ḩamāh,1.0
105618,22.28552,114.15769,MNPMX33J5hGgPRgX_zs7xg,Mindef has made a formal representation to Hong Kong over seizure of military vehicles,2016-12-24 02:04:59,Infrastructure,moderate,"(22.285520000000002, 114.15768999999999)",4,Hong Kong,1.0
105624,52.52437,13.41053,Kp37hX3J5hGP6hDRy13KCQ,Berlin market attack suspect killed in shootout in Italy: Interior Minister,2016-12-24 02:06:03,Physical Threats,high,"(52.524369999999998, 13.41053)",16,Berlin,1.0
105649,35.91667,14.43333,wBdVPY7J5hGCFRkX_zs7xg,Libyan plane with 118 aboard hijacked to Malta; attackers let 25 women off the plane,2016-12-24 04:05:43,Other,low,"(35.916670000000003, 14.433329999999998)",1,Palermo,1.0
105656,52.52437,13.41053,_sVucH3J5hG+_BDRy13KCQ,Berlin Christmas market attack: Live updates after truck massacre suspect Anis Amri 'shot dead by police',2016-12-24 02:05:27,Infrastructure,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
105661,52.52437,13.41053,_uiVe33J5hG+_BDRy13KCQ,Berlin market attack suspect shot dead in shootout in Milan: security source,2016-12-24 02:05:46,Physical Threats,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
105663,45.46427,9.18951,RssPkX3J5hGDuBDRy13KCQ,"Amri killed, fingerprints match",2016-12-24 02:06:22,Geopolitical,moderate,"(45.464269999999999, 9.1895100000000003)",4,Milan,1.0
105667,38.05647,-83.94326,NKxRdn3J5hGnQ94N+RcZ4Q,Governor declares emergency in county with arsenic in soil,2016-12-24 02:05:37,Other,high,"(38.056470000000004, -83.943259999999995)",16,Lexington-Fayette,1.0
105671,52.52437,13.41053,eCKofn3J5hGiNN4N+RcZ4Q,Berlin truck attacker Anis Amri shot dead by police in Milan,2016-12-24 02:05:51,Physical Threats,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
105672,35.0,38.0,kkbbgH3J5hGiNN4N+RcZ4Q,88 dead in Turkish raids on IS-held Syria town: Monitor,2016-12-24 02:05:55,Geopolitical,moderate,"(35.0, 38.0)",4,Ḩamāh,1.0
105674,52.52437,13.41053,tF1DhX3J5hGiNN4N+RcZ4Q,Berlin market attack suspect killed in shootout in Italy: local media,2016-12-24 02:06:02,Physical Threats,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
105676,52.52437,13.41053,FNCjiX3J5hGiNN4N+RcZ4Q,Berlin Christmas market attack suspect Anis Amri 'shot dead in Milan' - follow the latest,2016-12-24 02:06:09,Infrastructure,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
105679,52.52437,13.41053,OCdUkH3J5hGAGt4N+RcZ4Q,BREAKING: Berlin market suspect reportedly killed by police,2016-12-24 02:06:21,Other,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
105681,52.52437,13.41053,qPPClH3J5hGAGt4N+RcZ4Q,Berlin market attack suspect killed in shootout in Milan: Italian minister Marco Minniti,2016-12-24 02:06:28,Physical Threats,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
105687,52.52437,13.41053,MDFbgn3J5hG8RhgX_zs7xg,Berlin truck attack suspect 'shot dead in Milan',2016-12-24 02:05:57,Other,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
105689,52.52437,13.41053,Rva3hn3J5hGdjRgX_zs7xg,Berlin truck terrorist Anis Amri 'killed in shootout with Italian police',2016-12-24 02:06:04,Physical Threats,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
105707,48.69096,9.14062,4k3xpH3J5hGa4xDRy13KCQ,Crain Communications Ltd. to merge its two European brands focused on plastics industry,2016-12-24 02:06:55,Physical Threats,moderate,"(48.690959999999997, 9.1406200000000002)",4,Stuttgart,1.0
105714,45.46427,9.18951,Bid7tH3J5hG9oRDRy13KCQ,AP Images; Markus Schreiber,2016-12-24 02:07:21,Physical Threats,moderate,"(45.464269999999999, 9.1895100000000003)",4,Milan,1.0
105725,34.05223,-118.24368,KsTSqn3J5hGEPd4N+RcZ4Q,Measles outbreak in Los Angeles linked to 7 people who were unvaccinated,2016-12-24 02:07:05,Public Health,moderate,"(34.052230000000002, -118.24368)",4,Los Angeles,1.0
105726,45.60634,9.30797,ZlwQrX3J5hGEPd4N+RcZ4Q,"Santa Claus has super powers, many elf helpers, children explain",2016-12-24 02:07:09,Other,medium,"(45.606340000000003, 9.3079699999999992)",9,Milan,1.0
105733,52.52437,13.41053,jicOvH3J5hGbtN4N+RcZ4Q,"Berlin market attack suspect killed in shootout in Italy, security source says",2016-12-24 02:07:34,Physical Threats,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
105734,52.52437,13.41053,Fq45vn3J5hGbtN4N+RcZ4Q,Berlin truck attack suspect shot dead in Milan: Italian media,2016-12-24 02:07:38,Physical Threats,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
105737,52.52437,13.41053,3PA+oX3J5hG5vBgX_zs7xg,"Berlin Market Attack Suspect Anis Amri Shot Dead in Milan, Italy Confirms",2016-12-24 02:06:49,Physical Threats,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
105741,52.52437,13.41053,FOUTqn3J5hGAcBgX_zs7xg,Italy's interior minister: Berlin attack suspect shot dead in Milan,2016-12-24 02:07:04,Physical Threats,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
105743,52.52437,13.41053,KICIrn3J5hGAcBgX_zs7xg,Italy: Berlin Attack Suspect Shot Dead,2016-12-24 02:07:11,Physical Threats,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
105748,52.52437,13.41053,fMWsuX3J5hGdmBgX_zs7xg,BREAKING: Suspect In Berlin Market Attack Shot In Milan,2016-12-24 02:07:30,Physical Threats,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
105749,45.46427,9.18951,0K9Ou33J5hGdmBgX_zs7xg,"Suspect in Berlin truck attack killed in Milan, report Italian police",2016-12-24 02:07:33,Physical Threats,medium,"(45.464269999999999, 9.1895100000000003)",9,Milan,1.0
105756,-28.27276,29.12946,2Mxsw33J5hGYoRDRy13KCQ,South Africa: Gogo Receives Special Gift From Minister Muthambi,2016-12-24 02:07:46,Physical Threats,moderate,"(-28.272759999999998, 29.129459999999998)",4,Newcastle,1.0
105759,34.19801,-118.26102,agN7yX3J5hGGixDRy13KCQ,LA Reports Outbreak of 7 Measles Cases,2016-12-24 02:07:56,Public Health,moderate,"(34.198009999999996, -118.26102)",4,Los Angeles,1.0
105762,52.52437,13.41053,IHsK0H3J5hGGixDRy13KCQ,Berlin Terror Suspect Shot And Killed In Milan,2016-12-24 02:08:07,Physical Threats,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
105771,52.52437,13.41053,6An2xH3J5hGbtN4N+RcZ4Q,"Berlin Christmas market attack suspect shot dead in shootout in Milan, Italy: reports",2016-12-24 02:07:49,Physical Threats,high,"(52.524369999999998, 13.41053)",16,Berlin,1.0
105776,52.52437,13.41053,EkJSz33J5hG8St4N+RcZ4Q,"Berlin attacker Anis Amri killed in police shootout in Milan, interior minister confirms",2016-12-24 02:08:06,Physical Threats,high,"(52.524369999999998, 13.41053)",16,Berlin,1.0
105778,52.52437,13.41053,djez033J5hG8St4N+RcZ4Q,Berlin truck attack suspect shot dead in Italy&#039;s Milan: Reports,2016-12-24 02:08:14,Physical Threats,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
105779,52.52437,13.41053,1I_m1X3J5hG8St4N+RcZ4Q,Berlin Attack Suspect Killed in Shootout,2016-12-24 02:08:17,Physical Threats,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
105789,52.52437,13.41053,CkM7yn3J5hGw5BgX_zs7xg,BREAKING: Man suspected in Berlin Christmas market attack reportedly killed in shootout with police,2016-12-24 02:07:58,Physical Threats,high,"(52.524369999999998, 13.41053)",16,Berlin,1.0
105790,52.52437,13.41053,OMRrzH3J5hGUYRgX_zs7xg,Italian interior minister says man killed in Milan shootout is “without a shadow of doubt” Berlin market attacker,2016-12-24 02:08:01,Physical Threats,high,"(52.524369999999998, 13.41053)",16,Berlin,1.0
105791,48.69096,9.14062,IiCXzn3J5hGUYRgX_zs7xg,Podemos finds itself caught between the battle lines of Spanish politics,2016-12-24 02:08:05,Other,moderate,"(48.690959999999997, 9.1406200000000002)",4,Stuttgart,1.0
105792,52.52437,13.41053,kCPT0H3J5hGUYRgX_zs7xg,BREAKING – Christmas market evacuated over terror fears,2016-12-24 02:08:09,Physical Threats,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
105796,52.52437,13.41053,uMS9233J5hGUYRgX_zs7xg,Berlin Christmas terror suspect Anis Amri shot dead in Milan after pulling out gun during 3am police traffic stop,2016-12-24 02:08:27,Physical Threats,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
105797,45.46427,9.18951,uiVe3X3J5hGqgxgX_zs7xg,Report: Berlin terror suspect killed in shootout,2016-12-24 02:08:30,Physical Threats,moderate,"(45.464269999999999, 9.1895100000000003)",4,Milan,1.0
105800,52.52437,13.41053,VNvp433J5hGqgxgX_zs7xg,"Berlin Terror Attack Suspect Traveled Through France, Took Train to Milan Before Being Shot Dead",2016-12-24 02:08:41,Physical Threats,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
