,title,critical,predicted
6109,What's Wrong With the US Navy's Boeing F/A-18E/F Super Hornet Fleet?,0.0,1
6111,Gas leak prompts evacuation at Chesapeake school,0.0,1
6113,Bomb threat caused evacuation at Westfield's North Middle School,0.0,1
6119,"At least 26 dead, dozens injured after explosion at Mexico fireworks market",1.0,0
6124,"Obama blocks offshore drilling rights in Arctic, Atlantic",0.0,1
6133,"Attacks in Germany and Turkey PROVE Southern Rail unions right, says George Galloway",0.0,1
6134,Accused Chelsea bomber pleads not guilty,0.0,1
6138,BREAKING NEWS: Massive explosion in Mexico market leaves at least 60 injured,1.0,0
6139,U.S. Embassy Berlin encourages Americans to 'maintain a low profile and exercise vigilance' after ...,0.0,1
6142,Deadly Explosion Rips Through Fireworks Market Near Mexico City,1.0,0
6143,Explosion at Mexico fireworks market kills at least 29 and injures dozens,1.0,0
6146,At least 10 killed in Mexico fireworks market explosion,1.0,0
6147,"Fireworks market explosion leaves 29 dead, dozens injured in Mexico",1.0,0
6148,Chain-reaction explosion at fireworks market leaves 31 dead,1.0,0
6149,Explosion rips fireworks market outside Mexico City; at least 60 hurt,1.0,0
6151,At Least 60 People Injured in Mexico Fireworks Explosion,1.0,0
6154,Several Deaths Reported After Explosion At Mexican Fireworks Market,1.0,1
6155,"With Trump on horizon, Obama rushes to block oil drilling in parts of Atlantic, Arctic",0.0,1
6157,Explosion rips fireworks market outside Mexico City injuring at least 60,1.0,0
6160,Explosion rips fireworks market outside Mexico City,1.0,0
6165,VIDEO: Explosion in Mexican fireworks market kills at least 26,1.0,0
6168,Explosion rips fireworks market outside Mexico City; 60 hurt,1.0,0
6170,Berlin attack claimed by IS may make Merkel’s re-election quest rougher,0.0,1
6176,Deadly Explosion Rips Through Fireworks Market Near Mexico City,1.0,0
6178,"Chinese cities choked by dangerous smog for fifth day; factories, schools closed",0.0,1
6179,"Mexico fireworks blast kills at least 10, injures  60",1.0,0
6181,US Navy explores counter-UAS capabilities,1.0,1
6182,OSINT Summary: Hamas accuses Israel of assassinating military commander in Tunisia,0.0,1
6190,Watch an explosion tear through a fireworks market,0.0,1
6191,Yates Center K-8 school evacuated due to asbestos,1.0,0
6196,Trump team denies report saying sons selling access for US$1m,0.0,1
6201,Maui Red Cross to Canvass Kīhei Neighborhood for Fire Safety,1.0,0
6202,Kerry Offers German Foreign Minister US Assistance in Probe of Berlin Attack,1.0,1
6204,Cocaine haul on Chinese ship valued at $60m,0.0,1
6208,US issues travel warning on Sulu area,1.0,0
6209,S. Korean Navy Conducts Dokdo Defense Drill,0.0,1
6211,Canadian Tourist dies in shooting attack at Jordan tourism site,0.0,1
6213,US announces end of Libya operations following IS' fall,1.0,0
6215,"Obama bans offshore drilling in 115M more acres in Atlantic, Arctic",1.0,1
6216,Chagas disease vector spread linked to cardboard boxes: Study,1.0,0
6220,Seven Boston College students could face expulsion after Trump protests,0.0,1
6233,Obama Uses Old Law to Ban Oil Drilling in Most of US Arctic,0.0,1
6239,Berlin terror truck was stolen from Polish driver who stopped for KEBAB on way home,1.0,0
6240,Germany: 12 Killed After Truck Plows Through Christmas Market,1.0,0
6244,Berlin attack manhunt: 'No rest until arrest',1.0,1
6261,Kerry concerned by implications tying U.S. to Russian diplomat's assassination,1.0,1
6272,Heater likely cause of south College Station car wash fire,0.0,1
6273,Hundreds of submissions on potential Otago marine reserves,0.0,1
6274,Ambassador shooting: Russia pushes back on Turkey's Gulenist claim,0.0,1
6288,Outage leads to longer morning commute on east side,1.0,0
6293,VIDEO: Race Riot Breaks Out At Maryland High School After Black Students Jump Hispanics,1.0,0
6294,"OSBI: Suspect shot, killed after confronting officers in Ponca City",1.0,0
6295,"President Rouhani Begins Tour of Caucasus, Central Asia",0.0,1
6296,KOSPI Closes down on Wednesday,1.0,0
6297,Maharashtra: At least 7 people killed in fire at hotel in Gondia,0.0,1
6301,"Indonesian police foil suicide attack, kill 3 terrorists",0.0,1
6306,More than 20 civilians believed killed in DRC,0.0,1
6309,Truck slams into Christmas market in Berlin. Terrorist attack?,1.0,1
6310,Berlin Christmas market massacre suspect is hunted on Dutch border as German cops raid migrant shelter after finding wallet in terror lorry,1.0,1
6314,Europe-wide manhunt for new Berlin market attack suspect,0.0,1
6315,Winds may finally clear 'scary' pollution from China's skies,0.0,1
6316,Investigators seek Tunisian in Berlin market truck attack,0.0,1
6330,Germany hunts for attacker after Daesh claims truck rampage,0.0,1
6331,Palestinian official warns US against relocating Israel embassy  to al-Quds,1.0,1
6332,"US Military Returns Land to Japan, but Okinawa Isn't Celebrating",1.0,0
6333,Border Patrol seizes $3M from cars headed to Mexico,0.0,1
6340,3 soldiers martyred near Daesh-held al-Bab in Syria,1.0,1
6342,"Mosul civilians being targeted by ISIS, says Human Rights Watch",0.0,1
6343,US President Barack Obama bans oil and gas drilling in most of Arctic and Atlantic oceans,1.0,1
6344,"Violence Among Teens Can Spread Like a Disease, Study Finds",1.0,0
6345,Washington says willing to attend Cyprus summit,1.0,0
6347,Turkish military: We control Syria's al-Bab to Aleppo highway,1.0,1
6353,Berlin attack: Community spirit and resilience prevail,0.0,1
6354,Germany looks for Berlin truck attack suspect believed to be ‘violent and armed’,0.0,1
6356,LIVE: Police preparing 'immediate action' in west of Germany,0.0,1
6358,Jaberi Ansari arrives in Syria for regional talks,0.0,1
6359,Germany hunts for attacker after suspect cleared,0.0,1
6360,Suspect in Berlin market attack seen earlier as possible terror threat,0.0,1
6361,Berlin market suspect seen earlier as possible terror threat,0.0,1
6364,Vigil held for victims of Berlin truck attack,0.0,1
6366,"Hezbollah ex-leader slams regime forces in Syria, calling them ‘terrorists’",0.0,1
6368,Courts could be a firewall if Trump seeks to expand presidential powers,0.0,1
6370,Turkish state TV: 10 soldiers killed in 3 separate suicide attacks in northern Syria,0.0,1
6371,British tourists to get detailed terrorist attack warnings,0.0,1
6372,Was Putin involved in hacking the DNC?,0.0,1
6373,"UK government borrows £1bn more than expected in November, ONS reports",0.0,1
6375,Iraqi Forces Kill 14 ISIS Terrorists East of Mosul,0.0,1
6376,Border Patrol seizes $3M from cars headed to Mexico,0.0,1
6380,Dawn Patrol: St. Charles police search for masked robber,0.0,1
6381,"Sadiq Khan promises London bus drivers minimum £23,000 salary",0.0,1
6382,Former Cabinet minister Lord Jenkin dies,0.0,1
6386,Suspicious bags prompt evacuation of terminals at LAX,0.0,1
6396,"Top News: Mexico Market Blast, Rahimi Court Date and More",0.0,1
6398,Mexico Fireworks Market Explosion Death Toll Rises to 32,0.0,1
6400,Iran Eyes Broader Energy Ties with Armenia,0.0,1
6401,Militants in Aleppo Start Releasing Captured Syrian Servicemen,1.0,1
6405,Police hunting Tunisian man linked to Berlin truck attack: reports,0.0,1
6406,Berlin truck attack suspect 'had links to Islamist network',0.0,1
6407,Berlin attack: First pictures of Tunisian suspect released after lorry massacre at Christmas market,0.0,1
6408,German Police Hunt Tunisian in Connection With Truck Attack in Berlin: Reports,0.0,1
6409,Timeline: Germany’s Two Years of Islamist Terror and Migrant Crisis,0.0,1
6410,Investigators seek Tunisian in Berlin market truck attack,0.0,1
6411,German interior minister confirms that new suspect is being sought in Berlin market truck attack,0.0,1
6412,German Intelligence Knew Berlin Attack Suspect Had Ties to Extremists,0.0,1
6415,Berlin attack suspect 'had contacted arrested Islamist',0.0,1
6416,Russia police step up security in wake of Berlin attack,0.0,1
6417,Berlin terrorist attack: Police hunting Tunisian man,0.0,1
6418,Berlin truck attack sparks security debate in Germany,0.0,1
6427,"INEC's partisanship fuels electoral violence, says Fayose",0.0,1
6428,MURIC Alleges Assassination Attempt On Its Directors,0.0,1
6430,"ISIS claims attack on German Christmas tradition, as critics blame migrant policy",0.0,1
6431,Court releases Okhendovskyi on his own recognizance until Feb. 13. PHOTOS+VIDEO,0.0,1
6432,Putin's Undeclared War: Summer 2014 – Russian Artillery Strikes against Ukraine,0.0,1
6433,Ukraine prosecutor opens Uman attack inquiry,0.0,1
6438,Russian expert predicts airstrikes on Ukraine,0.0,1
6443,"Route 5 closed after propane tanker crashes, rolls over",0.0,1
6445,INEC’s partisanship fuels electoral violence – Fayose,0.0,1
6446,"Espinoza: Death penalty, Duterte’s promise",0.0,1
6448,Poop Trouble: India to Fine Airlines for Mid-Air Dumping of Human Excreta,0.0,1
6449,Death toll climbs after Mexico fireworks market horror,0.0,1
6451,RFE/RL: Open-source sleuths document extensive Russian shelling of Ukraine in 2014,0.0,1
6453,Russia condemns Netherlands over U.S. military cooperation,0.0,1
6455,Air connectivity envisaged for 13 towns,0.0,1
6462,387 Sarawak Energy staff receive recognition,0.0,1
6469,ISIS Militants Target Iraqi Civilians as They Lose Ground in Mosul: HRW,0.0,1
6472,Sheriff: Suspects in Mississippi Slayings Arrested in Kansas,0.0,1
6474,Tunisia delayed deportation of Berlin attack suspect,0.0,1
6476,"No presence of IS in Pakistan, says Sharif",0.0,1
6477,US State Department Approves $1.75Bln Sale of 5 P-8A Aircraft to Norway,0.0,1
6480,Gas leak forces evacuation of George Washington Bridge bus terminal,0.0,1
6485,Suspect Released in Berlin Truck Attack That Killed 12,0.0,1
6486,"2 children injured after dump truck hit car, crashes into home",0.0,1
6488,German Officials Have a New Suspect for the Berlin Attacks,0.0,1
6489,U.S. Cities Under HIGH ALERT After Berlin Christmas Terror Attack,0.0,1
6491,Winds may finally clear 'scary' pollution from China's skies,0.0,1
6494,Food supplement could be key to treatment of rare disease,0.0,1
6496,IDF's Yahalom Unit prepares for unconventional threats on northern border,0.0,1
6498,"Battle For Syria's Al-Bab Intensifies, 14 Turkish Soldiers Killed: Army",1.0,1
6499,"Mikdad, Ansari discuss means to develop strategic relations between Syria and Iran",1.0,1
6501,Lancaster Teen Arrested For Plotting Attack On His Former High School,0.0,1
6502,After Aleppo,1.0,1
6503,US Refutes Russian Claim of Broken Communication,1.0,1
6504,"Syrian girl blogger, 7, meets Erdogan after evacuation",1.0,1
6508,"14 Turkish soldiers figting IS killed, 33 wounded in Syria",1.0,1
6509,Target tourism for foreign exchange: CZI,1.0,0
6512,California Forests Failing to Regrow After Intense Wildfires,1.0,0
6513,Target tourism for foreign exchange: CZI,1.0,0
6514,Dozens dead in Mexico fireworks explosion,0.0,1
6515,U.N. Inquiry Alludes to Russia and Syria as Bombers of Aid Convoy,1.0,1
6516,Alleged bomb threat leads to evacuation,0.0,1
6517,"Latest Taliban Hostage Update: Video Shows American Caitlan Coleman, Canadian Joshua Boyle ...",1.0,1
6518,Total of 14 Turkish soldiers killed in latest fighting near Syria’s al-bab – Army| Reuters,1.0,1
6520,eNCA | Move to scrap beloved US Navy titles tossed overboard,0.0,1
6521,Kremlin demands US paper apologize for 'justifying' assassination,1.0,0
6522,Hezbollah using US weaponry in Syria – senior Israeli military officer,1.0,1
6523,"El Niño, Global Warming Fueled the Spread Of The Zika Virus, Scientists Say",0.0,1
6524,Turkey Is Now Acting Independently of the U.S. and NATO on Syria,1.0,1
6525,Bloody day for Turkish operation in Syria as 14 soldiers killed,1.0,1
6528,Turkish Army: 138 terrorists neutralized in Syria,1.0,1
6532,Melanoma Rates on the Rise in US,1.0,0
6533,Brent curve signals supplies to shrink at faster rate in second half of 2017,1.0,0
6535,Russian Military Registers 26 Ceasefire Violations in Syria in Past 24 Hours,1.0,1
6539,Fire contained after explosion from gas leak in West Columbus,0.0,1
6541,Royal Marine stole and tried to sell weapons from elite military headquarters,0.0,1
6542,Gorbachev Says International Affairs Will Largely Depend on Russia-US Relations,0.0,1
6544,14 soldiers killed by IS: Turkey military's biggest loss in one day,1.0,1
6546,"Britain, France Push U.N. Syria Ban, Sanctions Over Gas Attacks",1.0,0
6547,Gas line explosion rocks West Side,0.0,1
6548,Survivor: Shooter in 2012 killings looked like Hernandez,0.0,1
6549,Families search for the missing in Mexico fireworks blast,0.0,1
6552,Ecuador condemns assassination of Russian ambassador in Ankara,0.0,1
6555,Marine Le Pen's Russian links under US scrutiny,0.0,1
6556,Tumblr down in US and Europe in outage which may be result of DDoS attack,0.0,1
6559,"Putin says sanctions harming fight against terrorism, hopes Germany attack will bring West closer",0.0,1
6560,Capitol security to tighten,0.0,1
6562,Number of Turkish Servicemen Killed in Clashes With Daesh in Syria Reaches 14,1.0,1
6564,"Battle for Syria’s al-Bab intensifies, 14 Turkish soldiers killed – army| Reuters",1.0,1
6565,Clashes Kill 14 Troops in Turkey’s Deadliest Day So Far in Syria,1.0,1
6566,Final phase of Aleppo evacuations under way,1.0,1
6568,Aleppo evacuations resume as ISIL kills four Turkish soldiers in Syria,1.0,1
6571,Kurdish-Arab Forces in Syria Make Gains in Raqqa Province,0.0,1
6579,Missing man braved two freezing nights in Idaho with fire in 'Christmas miracle',0.0,1
6580,"Train crashes with semi truck, power lines blocking Lombard at NE 11th Ave.",0.0,1
6583,Christmas travel: Fog diverts flights and all the latest Storm Barbara updates,0.0,1
6585,"Russia says its air strikes in Syria have killed 35,000 rebels",0.0,1
6592,Icahn tapped as Trump’s special adviser on regulatory issues,0.0,1
6596,Protesters gather in Olympia ahead of Electoral College vote,0.0,1
6598,"Relatives, guards of MP Wali among 8 killed in Kabul attack",0.0,1
6599,"Snowden 'has had, continues to have' contact with Russian intelligence: Report",0.0,1
6600,"Putin to Focus on Economy, Syria, Ukraine, US Ties at Friday News Conference",0.0,1
6603,Cisco inks MoU with MeitY for cyber security cooperation,0.0,1
6606,Terror from above: ISIS releases slick propaganda montage of their frightening suicide bomb attacks that they filmed by drone,0.0,1
6610,"Last group to be evacuated from Aleppo, Syria, soon, officials say",1.0,1
6611,China details operating areas for foreign NGOs under new law,0.0,1
6612,Chinese TV maker targets US audience,0.0,1
6613,"Almost 20,000 evacuated from Aleppo with help of over a dozen NGOs",1.0,1
6614,Armed police to patrol busy places in Leicestershire after terror attacks in Berlin and Turkey,0.0,1
6615,Aleppo: 3500 evacuated ahead of United Nations vote to send observers to city,1.0,1
6616,Thousands still waiting for evacuation from east Aleppo,1.0,1
6617,NATO Creeping Toward Russian Borders Citing Alleged Threat From Moscow,0.0,1
6619,Police investigate Tesco petrol station raid,1.0,0
6620,Trilateral Contact Group on Ukraine reaffirms commitment to ceasefire,0.0,1
6621,UN inquiry says air strike hit Syria aid convoy in September,0.0,1
6623,"Japan, US mark the return of military-used land to Okinawa",0.0,1
6625,Massive fire hits 140 buildings in Japanese city,0.0,1
6626,How to Heal the Division Sowed By Terrorism Like the Berlin Christmas Market Attack,0.0,1
6629,Afghan police search house of parliament member after attack,0.0,1
6631,Seven dead in attack on Helmand MP’s house in Kabul,0.0,1
6632,Cheap flights from Southend airport flood the market on 12 new routes,0.0,1
6636,Afghan police says 11 killed in Kabul terrorist attack,0.0,1
6637,"Taliban attack home of Afghan politician in Kabul, killing eight",0.0,1
6638,Brick Lane assault: Moment man punches shopper in 'unprovoked attack' after bumping into girlfriend,0.0,1
6639,11 killed in Kabul terrorist attack: Afghan police,0.0,1
6640,Belfast Christmas market lockdown after man stabbed in front of revellers,0.0,1
6645,Limited release of passengers from hijacked aircraft reported at Malta Airport – Update,0.0,1
6648,Unidentified assailants attack police station in Kwale county,0.0,1
6649,Deadly suspected 'insider attack' reported in Kunduz province,0.0,1
6651,Death toll rises after Taliban attack on lawmaker’s house in Kabul – Update,0.0,1
6652,Security forces kill Taliban commander in Baghlan province,0.0,1
6662,Where Is Anis Amri? Europe-Wide Manhunt Launched For Berlin Attack Suspect,0.0,1
6667,"Some 40,000 Civilians Evacuated From Aleppo, Syria - Turkish PM",1.0,1
6668,Iranian Deputy FM Holds Talks in Syria,1.0,1
6669,Coast Guard commissions second multi-role vessel from Japan,0.0,1
6675,New Haven fire crews respond to hydrogen gas explosion,0.0,1
6681,Mortar fire kills aid workers at Mosul food distribution centers,0.0,1
6682,Russian Defense Industry Monitoring Condition of Equipment in Syria - Deputy PM,1.0,1
6684,UN sets up panel to gather evidence of war crimes in Syria,1.0,1
6685,"Fearing Arrest At Home, Turkish Military Officers Seek Asylum In U.S.",0.0,1
6686,The Latest: Media: Last batch of rebels leaving east Aleppo,1.0,1
6687,"Russia airstrikes killed 35,000 Syria rebels since 2015",1.0,1
6688,British Generals in Syria to Recruit Aleppo Terrorists,1.0,1
6691,Russian Doctors Using Latest Methods to Treat Aleppo Civilians - Ministry,1.0,1
6692,US-Backed War Crimes Panel Flagrant Interference in Syria: Al-Jaafari,1.0,1
6694,Al-Sisi offers condolences to Putin over slain ambassador in Turkey,0.0,1
6695,"4,000 rebels leave Aleppo in 'last stages' of evacuation",1.0,1
6699,"4,000 fighters have left Aleppo in latest stage, thousands await evacuation: Red Cross",1.0,1
6700,Two vehicles transporting people from Kefraya and al-Fouaa arrive in Aleppo,1.0,1
6701,Theresa May's defiant message for London after Berlin terror attack,0.0,1
6702,UN to set up panel to investigate Syria war crimes,1.0,1
6703,China military to hold secret anti-graft inspections over holidays,0.0,1
6705,Journalist who sent ‘last message from Aleppo’ shows off with suicide bomber,1.0,1
6707,Mass arrests in DR Congo’s second city – Daily Mail,0.0,1
6708,Report: Company building ships for Israeli navy owned by Lebanese official,0.0,1
6709,Russian Defense Minister says rail line bypassing Ukraine to be ready by September 2017,0.0,1
6710,China court exonerates four in latest overturned sentence,0.0,1
6711,Sinosphere: China’s Communist Party Casts West as Subversive Threat,0.0,1
6714,"Syrian Army Pounding Terrorists in Hama from Air, Ground",1.0,1
6717,Berlin Christmas Market Reopens After Terrorist Truck Attack,0.0,1
6718,"Russia, Iran, Turkey Have No Secret Agenda on Syria: Moscow",1.0,1
6719,Russian doctors save hundreds of lives in Aleppo,1.0,1
6721,Berlin attack: Fingerprints link manhunt suspect to truck,0.0,1
6724,LATEST ON SYRIA: Aleppo returns to government control; attacks at al-Bab,1.0,1
6725,Fall of Aleppo shines harsh light on UN,1.0,1
6726,Zuma saddened by death of soldier killed in rebel attack,0.0,1
6727,"Aleppo Heavily Destroyed by Fighting, City Returning to Normal Life – Governor",1.0,1
6730,Opposition presidential hopefuls,0.0,1
6731,"Syria's Assad says Aleppo's capture also 'victory' for Iran, Russia",0.0,1
6732,"Russian military 'stronger now than any potential aggressor,' Putin says",0.0,1
6735,Liberation of Aleppo A Victory for Anti-Terrorism Forces: President Assad,1.0,1
6736,25000 people evacuated from east Aleppo,1.0,1
6739,Syrian regime says it has taken full control of Aleppo,1.0,1
6741,Europol Warned Authorities About Possible Christmas-Related Attacks in Europe,0.0,1
6743,Did Russia use Syrians as target practice for its military weapons? This US general thinks so,1.0,1
6745,"Three car bombs explode at a Mosul market, killing 15 civilians and eight policemen",0.0,1
6746,British Intelligence Agency behind White Helmets' Lies in Syria,0.0,1
6747,"US Coalition, Turkey Fighter Jets Kill more Syrians in Raqqa, Aleppo",1.0,1
6751,"Iraq: Car bombings in Mosul kill 15 civilians, 8 policemen",0.0,1
6752,Russia SWIPES at Britain as Putin's defence minister compares British Army to NAZI GERMANY,0.0,1
6754,US Urges Turkey Amid ‘Aggressive Efforts’ of Extremist Groups - Embassy,0.0,1
6755,Wall Street opens flat in light pre-holiday trading,0.0,1
6759,Putin urges efforts to advance Russia's military prowess,0.0,1
6761,Coalition spokesman: Shia militias benefiting from anti-ISIS airstrikes in Iraq,0.0,1
6762,The “overwhelming evidence” that US and UK weapons are being used for war crimes in Yemen,0.0,1
6764,"ISIS car bomb attacks hit eastern Mosul, dozens of casualties reported",0.0,1
6772,Turkish strikes on ISIS Syria bastion kill 47 civilians: activists,1.0,1
6774,Syrian PM Due in Iran with Economic Agenda,1.0,1
6779,Senior Israeli Military Officer Says US Weapons Being Used By Hezbollah in Syria,1.0,1
6780,Turkish defense minister says 35 soldiers killed in Syria incursion since August 24,1.0,1
6781,"Iran, Russia, Hezbollah in Syria on gov't. official request",1.0,1
6782,"SBU exposes Russian agent from among Ukrainian officers: spook passed nearly 60 classified documents to Russian secret services, - Hrytsak",0.0,1
6783,Turkish strikes on IS bastion kill 29 civilians,1.0,1
6785,Russian student gets 4½ years for attempting to join militants in Syria,1.0,1
6786,Turkey's war in Syria: 47 killed in Turkish strikes after Islamic State captures tanks,1.0,1
6789,"35,000 terrorists eliminated in 71,000 strikes in Syria launched by Russian jets: Russian DM",1.0,1
6790,Deputy FM arrives in Beirut,1.0,0
6791,Thousands still waiting to be evacuated from east Aleppo,0.0,1
6794,Australian police say they prevented bombings on Christmas,1.0,1
6796,"US Fines Israeli Drugmaker, Russian Subsidiary $520Mln for Foreign Bribes",1.0,1
6797,Teachers' strike: INTO members vote in favour of Northern Ireland action - half-day strikes to begin in January,0.0,1
6798,Car driver injured in highway collision with state snowplow,0.0,1
6799,'Bomb attack' sends shrapnel flying across West Belfast street,0.0,1
6800,"Vladimir Putin urges Russian nuclear weapons boost, praises army operation in Syria",1.0,1
6801,U.S. consumer spending slows; business investment perking up| Reuters,1.0,1
6802,US to launch action over ban on beef exports to EU,1.0,0
6803,UN condemns killings of aid workers and civilians waiting for emergency assistance in Mosul,0.0,1
6807,Australian Police Say They Prevented Bombings Planned for Dec. 25,1.0,0
6808,Snowden Slams US Intelligence Report on His Alleged Links to Russian Intel,0.0,1
6811,Praying for peace in an age of terror,0.0,1
6812,Israel's security service says dismantled terror cell planning suicide attacks,0.0,1
6815,Tas anti-protest challenge attracts funds,1.0,0
6816,"Queen Elizabeth, Prince Philip Take Helicopter to Sandringham After Illness Delay",1.0,0
6818,Car driver injured in highway collision with state snowplow,0.0,1
6820,Berlin Attack Exposes Gaps in European Security Network,0.0,1
6824,Turkish hospitals treating 85 soldiers injured in Syria,1.0,1
6826,Switzerland Increases Security Alert Against Terror Attacks,1.0,1
6834,"Reports of breakthrough in one of Australia's coldest cases, the Claremont serial killings",0.0,1
6837,"47, including 14 minors, killed in Turkish airstrikes in Syria",1.0,1
6838,Putin promotes Libyan strongman as new ally after Syria victory,0.0,1
6839,eNCA | Russia sentences student who tried to enter Syria for 'love',1.0,1
6842,US-based cleric rejects links to Russian envoy’s killing,0.0,1
6843,Deutsche Welle: Russia seeks ‘Slavic brotherhood’ with advanced arms sales to Serbia,0.0,1
6844,Syria: IS overpowered by bitter fighting on two battle-fronts,1.0,1
6845,Ammonia release at Berkeley's Bayer lab triggers haz-mat response,0.0,1
6846,Syrian forces say they have regained control of Aleppo,1.0,1
6849,"37500 people evacuated from Aleppo so far, Turkish Foreign Minister says",1.0,1
6850,"Last Militants Leave Aleppo, Which is Now Fully Controlled by Syrian Army",1.0,1
6852,Army general command announces restoration of security and stability to Aleppo after liberating it from terrorism and terrorists and the exit of their remnants from the city.,1.0,1
6853,"Syrian military says Aleppo has returned to government control, ending 4-year rebel hold over parts of city.",1.0,1
6855,"Militants' Evacuation Ends, Aleppo Freed, Entire City Comes under Army's Complete Conftrol",1.0,1
6856,The Latest: Dozens killed in Turkish strikes on IS town,1.0,1
6857,"As civilian evacuation ends, Syrian army 'reclaims' Aleppo",1.0,1
6858,BREAKING: Aleppo RECAPTURED by Syrian forces as Islamic State jihadis DRIVEN out of city,1.0,1
6859,Syrian military says Aleppo victory represents 'strategic transformation' in war on terror,1.0,1
6860,Syrian government in full control of militants: Army,1.0,1
6861,"Police Raids Live - Melbourne Express: Friday, December 23, 2016",1.0,0
6862,Two held over BJP activist’s assault,0.0,1
6863,"Aleppo evacuation nears its end, pro-Assad media says| Reuters",0.0,1
6864,Syrian army command: Aleppo liberated from terrorist groups,0.0,1
6865,"Crowd-funding push for Bob Brown’s High Court challenge of Tasmania’s anti-protest laws half way to $100,000 target",1.0,1
6866,Aleppo battle: Syrian city 'back under government control',0.0,1
6867,"Raids foil planned Melbourne Christmas terror attack, police say",1.0,1
6868,Syrian army say they have retaken Aleppo,0.0,1
6869,"Aleppo evacuation nears its end, pro-Assad media says",0.0,1
6870,Syrian army declares liberation of eastern Aleppo,0.0,1
6871,"Security returns to Aleppo, states Syrian army",0.0,1
6872,The woman walking to Aleppo to 'end the Syrian war',0.0,1
6873,Assad claims victory in Aleppo as the last rebels evacuate,0.0,1
6874,"Aleppo has returned to government control, Syrian army says",0.0,1
6875,Final evacuees leave eastern Aleppo as Assad regime takes control,0.0,1
6876,"Australia police: Christmas Day bomb plot foiled, 5 detained",0.0,1
6877,10 Travel Destinations That Will Dominate in 2017,0.0,1
6880,"After 4 Years of War, Syria Reclaims Aleppo",1.0,1
6883,Aleppo: Syrian Army Retakes Complete Control in Victory for President Assad,0.0,1
6884,Israeli envoy: Anti-settlement Security Council row ‘not yet resolved’,1.0,0
6885,Syrian regime says it has taken full control of Aleppo,0.0,1
6886,ISIS social-media channels distributed a holiday attack list of churches in the US,1.0,1
6887,Syrian army says it has retaken Aleppo completely,0.0,1
6889,Police operation underway in Melbourne's north-west,1.0,0
6890,Police foil alleged Christmas Day 'terrorist plot' in Melbourne,1.0,1
6891,Edison Mall security increased for holiday shopping,1.0,0
6892,Lawsuits claim Ledyard Boy Scout leader assaulted boys,1.0,0
6893,Turkish Air Strikes in Syria Kill 47 Including 14 Minors,1.0,1
6894,Evacuation from eastern Aleppo in Syria 'now complete',0.0,1
6895,Police foil possible Christmas terror plot,1.0,1
6897,"Australia: Christmas Day bomb plot foiled in Melbourne, five detained by police",1.0,1
6898,Trump Tweets US ‘Must Greatly Strengthen’ Nuclear Capabilities,1.0,1
6899,Seven arrested as police foil planned Christmas Day terror attack in Melbourne,1.0,1
6900,Security increased for Melbourne Cricket Ground test after terror arrests,1.0,0
6901,Five Killed in Militant Shelling in Syria's Daraa City - Source,0.0,1
6902,"Russia, Syria Turn The Tide In Syrian Civil War",0.0,1
6903,"Syrian military has retaken control of Aleppo as last convoy leaves, army says",0.0,1
6904,Russian Military Registers 25 Ceasefire Violations in Syria in Past 24 Hours,0.0,1
6905,Security increased for Melbourne Cricket Ground Boxing Day Test after terror arrests,1.0,0
6906,Australian police foil Christmas attacks in Melbourne,1.0,1
6907,Trump: U.S. 'must greatly strengthen and expand' nuclear weapons,1.0,1
6908,Muslim terror plotters were 'planning a SUICIDE BOMBING and stabbings to cause maximum casualties' at Melbourne landmarks on Christmas Day... as four men are charged after ...,1.0,0
6909,Germany arrests 2 men suspected of plotting mall terrorism attack,1.0,1
6910,Berlin attack: Market reopens as manhunt continues,1.0,1
6914,Police raid multiple properties across Melbourne - with police refusing to comment for 'due to ...,1.0,0
6916,‘Ideally we’d like supermarkets to put choking hazard warnings on grapes’,1.0,0
6917,Fingerprints of wanted man found inside Berlin truck,1.0,1
6919,Security Increased For MCG Test After Terror Arrests,0.0,1
6921,Berlin attack: Attacker's Tunisian family in shock,1.0,1
6922,Berlin manhunt: Police raid mosque,1.0,1
6923,"Intel, 'Project Runway' team on virtual reality viewing for season finale",0.0,1
6924,‘Merkel may as well have been driving’ Arron Banks condemns Chancellor over Berlin attack,1.0,1
6927,Australia: Melbourne Christmas Day mass terror attack foiled – Watch,0.0,1
6928,Duplin Co. bridge to close beginning in January,0.0,1
6935,Christmas Day terror attack: what we know so far,0.0,1
6936,"American regret, Russian advance",0.0,1
6942,To spread harmony: Train carrying message of peace chugs off,0.0,1
6943,Syrian government says recapture of Aleppo complete,0.0,1
6944,Seven Arrested In Melbourne Terror Raids,0.0,1
6947,Australian police arrest seven suspects in 'plot to carry out ISIS-inspired terror attack on Christmas Day',0.0,1
6948,Three in court over Melbourne Christmas terror plot,0.0,1
6949,Christmas Day terror attack foiled by police raids,0.0,1
6950,Australian police foil terror attack planned for Christmas Day in Melbourne,0.0,1
6951,Police detain five over Melbourne Christmas Day bomb plot,0.0,1
6952,Australian police have arrested 7 people planning a Christmas Day terrorist attack in Melbourne,0.0,1
6953,Seven arrested in connection with alleged Christmas Day terrorist plot,0.0,1
6954,FBI Investigates Alleged Corruption in Jersey City Police Department,0.0,1
6955,Australian police say they prevented bombings on Christmas,0.0,1
6956,Police raids in Melbourne's northern suburbs foil alleged Christmas Day terror attack,0.0,1
